"audio","label","labels","human_label","human_labels","path","dataset_source","split","env","emergency","file_exists","audio_format","duration","sample_rate","channels","bit_depth","bit_velocity","size","date_modification"
"1-1791-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/1-1791-A-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-18527-A-44.wav","/m/07pb8fc","","engine","","ESC50/1-18527-A-44.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-18527-B-44.wav","/m/07pb8fc","","engine","","ESC50/1-18527-B-44.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-18631-A-23.wav","/m/0lyf6","","breathing","","ESC50/1-18631-A-23.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-19026-A-43.wav","/m/0912c9","","car_horn","","ESC50/1-19026-A-43.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-20133-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/1-20133-A-39.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-223162-A-25.wav","/C/footsteps_6508b080","","footsteps","","ESC50/1-223162-A-25.wav","ESC50","test","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-22882-A-44.wav","/m/07pb8fc","","engine","","ESC50/1-22882-A-44.wav","ESC50","test","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-24074-A-43.wav","/m/0912c9","","car_horn","","ESC50/1-24074-A-43.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-24076-A-43.wav","/m/0912c9","","car_horn","","ESC50/1-24076-A-43.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-254507-A-43.wav","/m/0912c9","","car_horn","","ESC50/1-254507-A-43.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-25777-A-48.wav","/m/0g6b5","","fire","","ESC50/1-25777-A-48.wav","ESC50","train","exterior","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-25781-A-48.wav","/m/0g6b5","","fire","","ESC50/1-25781-A-48.wav","ESC50","train","exterior","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-26176-A-43.wav","/m/0912c9","","car_horn","","ESC50/1-26176-A-43.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-26177-A-43.wav","/m/0912c9","","car_horn","","ESC50/1-26177-A-43.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:46"
"1-28808-A-43.wav","/m/0912c9","","car_horn","","ESC50/1-28808-A-43.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-29532-A-16.wav","/m/0ngt1","","weather","","ESC50/1-29532-A-16.wav","ESC50","train","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-30039-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/1-30039-A-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-30043-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/1-30043-A-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-30709-A-23.wav","/m/0lyf6","","breathing","","ESC50/1-30709-A-23.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-30709-B-23.wav","/m/0lyf6","","breathing","","ESC50/1-30709-B-23.wav","ESC50","test","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-30709-C-23.wav","/m/0lyf6","","breathing","","ESC50/1-30709-C-23.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-31482-A-42.wav","/m/07pp_mv","","alert_higth","","ESC50/1-31482-A-42.wav","ESC50","train","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-31482-B-42.wav","/m/07pp_mv","","alert_higth","","ESC50/1-31482-B-42.wav","ESC50","train","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-33658-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/1-33658-A-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-36164-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/1-36164-A-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-36164-B-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/1-36164-B-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-36393-A-23.wav","/m/0lyf6","","breathing","","ESC50/1-36393-A-23.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-36397-A-23.wav","/m/0lyf6","","breathing","","ESC50/1-36397-A-23.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-36400-A-23.wav","/m/0lyf6","","breathing","","ESC50/1-36400-A-23.wav","ESC50","test","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-36402-A-23.wav","/m/0lyf6","","breathing","","ESC50/1-36402-A-23.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-47709-A-16.wav","/m/0ngt1","","weather","","ESC50/1-47709-A-16.wav","ESC50","train","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-47714-A-16.wav","/m/0ngt1","","weather","","ESC50/1-47714-A-16.wav","ESC50","train","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-50454-A-44.wav","/m/07pb8fc","","engine","","ESC50/1-50454-A-44.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-50455-A-44.wav","/m/07pb8fc","","engine","","ESC50/1-50455-A-44.wav","ESC50","test","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-50661-A-44.wav","/m/07pb8fc","","engine","","ESC50/1-50661-A-44.wav","ESC50","test","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-51035-A-16.wav","/m/0ngt1","","weather","","ESC50/1-51035-A-16.wav","ESC50","test","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-51036-A-16.wav","/m/0ngt1","","weather","","ESC50/1-51036-A-16.wav","ESC50","train","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-51037-A-16.wav","/m/0ngt1","","weather","","ESC50/1-51037-A-16.wav","ESC50","test","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-51147-A-25.wav","/C/footsteps_6508b080","","footsteps","","ESC50/1-51147-A-25.wav","ESC50","test","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-54084-A-42.wav","/m/07pp_mv","","alert_higth","","ESC50/1-54084-A-42.wav","ESC50","test","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-61261-A-44.wav","/m/07pb8fc","","engine","","ESC50/1-61261-A-44.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-62565-A-44.wav","/m/07pb8fc","","engine","","ESC50/1-62565-A-44.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-69760-A-16.wav","/m/0ngt1","","weather","","ESC50/1-69760-A-16.wav","ESC50","train","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-72695-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/1-72695-A-26.wav","ESC50","test","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-73123-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/1-73123-A-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-76831-A-42.wav","/m/07pp_mv","","alert_higth","","ESC50/1-76831-A-42.wav","ESC50","train","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-76831-B-42.wav","/m/07pp_mv","","alert_higth","","ESC50/1-76831-B-42.wav","ESC50","train","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-76831-C-42.wav","/m/07pp_mv","","alert_higth","","ESC50/1-76831-C-42.wav","ESC50","train","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-76831-D-42.wav","/m/07pp_mv","","alert_higth","","ESC50/1-76831-D-42.wav","ESC50","train","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-76831-E-42.wav","/m/07pp_mv","","alert_higth","","ESC50/1-76831-E-42.wav","ESC50","train","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-84536-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/1-84536-A-39.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-84704-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/1-84704-A-39.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-84705-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/1-84705-A-39.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-85168-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/1-85168-A-39.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-85184-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/1-85184-A-39.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-88807-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/1-88807-A-39.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"1-977-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/1-977-A-39.wav","ESC50","test","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-100648-A-43.wav","/m/0912c9","","car_horn","","ESC50/2-100648-A-43.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-104952-A-16.wav","/m/0ngt1","","weather","","ESC50/2-104952-A-16.wav","ESC50","train","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-104952-B-16.wav","/m/0ngt1","","weather","","ESC50/2-104952-B-16.wav","ESC50","train","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-106014-A-44.wav","/m/07pb8fc","","engine","","ESC50/2-106014-A-44.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-106015-A-44.wav","/m/07pb8fc","","engine","","ESC50/2-106015-A-44.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-106015-B-44.wav","/m/07pb8fc","","engine","","ESC50/2-106015-B-44.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-106486-A-44.wav","/m/07pb8fc","","engine","","ESC50/2-106486-A-44.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-106487-A-44.wav","/m/07pb8fc","","engine","","ESC50/2-106487-A-44.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-106881-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/2-106881-A-39.wav","ESC50","test","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-107228-A-44.wav","/m/07pb8fc","","engine","","ESC50/2-107228-A-44.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-107228-B-44.wav","/m/07pb8fc","","engine","","ESC50/2-107228-B-44.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-109371-A-16.wav","/m/0ngt1","","weather","","ESC50/2-109371-A-16.wav","ESC50","train","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-109371-B-16.wav","/m/0ngt1","","weather","","ESC50/2-109371-B-16.wav","ESC50","train","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-109371-C-16.wav","/m/0ngt1","","weather","","ESC50/2-109371-C-16.wav","ESC50","train","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-109371-D-16.wav","/m/0ngt1","","weather","","ESC50/2-109371-D-16.wav","ESC50","train","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-109374-A-16.wav","/m/0ngt1","","weather","","ESC50/2-109374-A-16.wav","ESC50","test","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-109759-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/2-109759-A-26.wav","ESC50","test","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-109759-B-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/2-109759-B-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-112213-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/2-112213-A-39.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-112213-B-39.wav","/m/07qcpgn","","glass_metal","","ESC50/2-112213-B-39.wav","ESC50","test","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:47"
"2-117615-A-48.wav","/m/0g6b5","","fire","","ESC50/2-117615-A-48.wav","ESC50","train","exterior","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-117615-B-48.wav","/m/0g6b5","","fire","","ESC50/2-117615-B-48.wav","ESC50","train","exterior","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-117615-C-48.wav","/m/0g6b5","","fire","","ESC50/2-117615-C-48.wav","ESC50","train","exterior","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-117615-D-48.wav","/m/0g6b5","","fire","","ESC50/2-117615-D-48.wav","ESC50","train","exterior","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-117615-E-48.wav","/m/0g6b5","","fire","","ESC50/2-117615-E-48.wav","ESC50","train","exterior","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-117616-A-48.wav","/m/0g6b5","","fire","","ESC50/2-117616-A-48.wav","ESC50","train","exterior","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-117617-A-48.wav","/m/0g6b5","","fire","","ESC50/2-117617-A-48.wav","ESC50","train","exterior","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-125520-A-43.wav","/m/0912c9","","car_horn","","ESC50/2-125520-A-43.wav","ESC50","test","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-128465-A-43.wav","/m/0912c9","","car_horn","","ESC50/2-128465-A-43.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-128465-B-43.wav","/m/0912c9","","car_horn","","ESC50/2-128465-B-43.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-138465-A-43.wav","/m/0912c9","","car_horn","","ESC50/2-138465-A-43.wav","ESC50","test","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-141563-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/2-141563-A-39.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-144137-A-43.wav","/m/0912c9","","car_horn","","ESC50/2-144137-A-43.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-165801-A-48.wav","/m/0g6b5","","fire","","ESC50/2-165801-A-48.wav","ESC50","test","exterior","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-173559-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/2-173559-A-39.wav","ESC50","test","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-173607-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/2-173607-A-39.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-173618-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/2-173618-A-39.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-205966-A-16.wav","/m/0ngt1","","weather","","ESC50/2-205966-A-16.wav","ESC50","train","exterior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-209471-A-25.wav","/C/footsteps_6508b080","","footsteps","","ESC50/2-209471-A-25.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-209472-A-25.wav","/C/footsteps_6508b080","","footsteps","","ESC50/2-209472-A-25.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-209473-A-25.wav","/C/footsteps_6508b080","","footsteps","","ESC50/2-209473-A-25.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-209474-A-25.wav","/C/footsteps_6508b080","","footsteps","","ESC50/2-209474-A-25.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-209475-A-25.wav","/C/footsteps_6508b080","","footsteps","","ESC50/2-209475-A-25.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-209476-A-25.wav","/C/footsteps_6508b080","","footsteps","","ESC50/2-209476-A-25.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-209477-A-25.wav","/C/footsteps_6508b080","","footsteps","","ESC50/2-209477-A-25.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-209478-A-25.wav","/C/footsteps_6508b080","","footsteps","","ESC50/2-209478-A-25.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-250710-A-39.wav","/m/07qcpgn","","glass_metal","","ESC50/2-250710-A-39.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-42101-A-43.wav","/m/0912c9","","car_horn","","ESC50/2-42101-A-43.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-43802-A-42.wav","/m/07pp_mv","","alert_higth","","ESC50/2-43802-A-42.wav","ESC50","train","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-43806-A-42.wav","/m/07pp_mv","","alert_higth","","ESC50/2-43806-A-42.wav","ESC50","test","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-50774-A-23.wav","/m/0lyf6","","breathing","","ESC50/2-50774-A-23.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-54086-A-43.wav","/m/0912c9","","car_horn","","ESC50/2-54086-A-43.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-54961-A-23.wav","/m/0lyf6","","breathing","","ESC50/2-54961-A-23.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-54962-A-23.wav","/m/0lyf6","","breathing","","ESC50/2-54962-A-23.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-60791-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/2-60791-A-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-60794-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/2-60794-A-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-60795-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/2-60795-A-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-62226-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/2-62226-A-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-66205-A-23.wav","/m/0lyf6","","breathing","","ESC50/2-66205-A-23.wav","ESC50","test","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-70052-A-42.wav","/m/07pp_mv","","alert_higth","","ESC50/2-70052-A-42.wav","ESC50","train","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-70052-B-42.wav","/m/07pp_mv","","alert_higth","","ESC50/2-70052-B-42.wav","ESC50","train","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-70936-A-42.wav","/m/07pp_mv","","alert_higth","","ESC50/2-70936-A-42.wav","ESC50","train","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-70938-A-42.wav","/m/07pp_mv","","alert_higth","","ESC50/2-70938-A-42.wav","ESC50","test","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-70939-A-42.wav","/m/07pp_mv","","alert_higth","","ESC50/2-70939-A-42.wav","ESC50","train","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-72688-A-42.wav","/m/07pp_mv","","alert_higth","","ESC50/2-72688-A-42.wav","ESC50","train","indefinida","True","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-78651-A-44.wav","/m/07pb8fc","","engine","","ESC50/2-78651-A-44.wav","ESC50","train","indefinida","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-79769-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/2-79769-A-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-79775-A-26.wav","/C/laughing_a6a67e71","","laughing","","ESC50/2-79775-A-26.wav","ESC50","train","","","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
"2-82455-A-23.wav","/m/0lyf6","","breathing","","ESC50/2-82455-A-23.wav","ESC50","train","interior","False","True","wav","5.0","44100","Mono","16","705600","430.71","2026-05-07 22:08:48"
