audio,label,labels,human_label,human_labels,path,dataset_source,split,env,emergency,file_exists,audio_format,duration,sample_rate,channels,bit_depth,bit_velocity,size,date_modification,alertable
1-155858-F-25.wav,/C/footsteps_6508b080,,footsteps,,ESC50/1-155858-F-25.wav,ESC50,train,,,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,False
1-160563-A-48.wav,/m/0g6b5,,fire,,ESC50/1-160563-A-48.wav,ESC50,train,indefinida,True,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,True
1-160563-B-48.wav,/m/0g6b5,,fire,,ESC50/1-160563-B-48.wav,ESC50,train,indefinida,True,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,True
1-17124-A-43.wav,/m/0912c9,,car_horn,,ESC50/1-17124-A-43.wav,ESC50,test,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,True
1-1791-A-26.wav,/C/laughing_a6a67e71,,laughing,,ESC50/1-1791-A-26.wav,ESC50,train,,,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,False
1-18527-A-44.wav,/m/07pb8fc,,engine,,ESC50/1-18527-A-44.wav,ESC50,train,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,False
1-18527-B-44.wav,/m/07pb8fc,,engine,,ESC50/1-18527-B-44.wav,ESC50,train,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,False
1-18631-A-23.wav,/m/0lyf6,,breathing,,ESC50/1-18631-A-23.wav,ESC50,train,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,False
1-19026-A-43.wav,/m/0912c9,,car_horn,,ESC50/1-19026-A-43.wav,ESC50,train,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,True
1-20133-A-39.wav,/m/07qcpgn,,glass_metal,,ESC50/1-20133-A-39.wav,ESC50,train,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,True
1-223162-A-25.wav,/C/footsteps_6508b080,,footsteps,,ESC50/1-223162-A-25.wav,ESC50,test,,,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,False
1-22882-A-44.wav,/m/07pb8fc,,engine,,ESC50/1-22882-A-44.wav,ESC50,test,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,False
1-24074-A-43.wav,/m/0912c9,,car_horn,,ESC50/1-24074-A-43.wav,ESC50,train,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,True
1-24076-A-43.wav,/m/0912c9,,car_horn,,ESC50/1-24076-A-43.wav,ESC50,train,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,True
1-254507-A-43.wav,/m/0912c9,,car_horn,,ESC50/1-254507-A-43.wav,ESC50,train,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,True
1-25777-A-48.wav,/m/0g6b5,,fire,,ESC50/1-25777-A-48.wav,ESC50,train,indefinida,True,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,True
1-25781-A-48.wav,/m/0g6b5,,fire,,ESC50/1-25781-A-48.wav,ESC50,train,indefinida,True,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,True
1-26176-A-43.wav,/m/0912c9,,car_horn,,ESC50/1-26176-A-43.wav,ESC50,train,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,True
1-26177-A-43.wav,/m/0912c9,,car_horn,,ESC50/1-26177-A-43.wav,ESC50,train,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:46,True
1-28808-A-43.wav,/m/0912c9,,car_horn,,ESC50/1-28808-A-43.wav,ESC50,train,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-29532-A-16.wav,/m/0ngt1,,weather,,ESC50/1-29532-A-16.wav,ESC50,train,exterior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-30039-A-26.wav,/C/laughing_a6a67e71,,laughing,,ESC50/1-30039-A-26.wav,ESC50,train,,,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-30043-A-26.wav,/C/laughing_a6a67e71,,laughing,,ESC50/1-30043-A-26.wav,ESC50,train,,,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-30709-A-23.wav,/m/0lyf6,,breathing,,ESC50/1-30709-A-23.wav,ESC50,train,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-30709-B-23.wav,/m/0lyf6,,breathing,,ESC50/1-30709-B-23.wav,ESC50,test,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-30709-C-23.wav,/m/0lyf6,,breathing,,ESC50/1-30709-C-23.wav,ESC50,train,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-31482-A-42.wav,/m/07pp_mv,,alert_higth,,ESC50/1-31482-A-42.wav,ESC50,train,indefinida,True,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-31482-B-42.wav,/m/07pp_mv,,alert_higth,,ESC50/1-31482-B-42.wav,ESC50,train,indefinida,True,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-33658-A-26.wav,/C/laughing_a6a67e71,,laughing,,ESC50/1-33658-A-26.wav,ESC50,train,,,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-36164-A-26.wav,/C/laughing_a6a67e71,,laughing,,ESC50/1-36164-A-26.wav,ESC50,train,,,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-36164-B-26.wav,/C/laughing_a6a67e71,,laughing,,ESC50/1-36164-B-26.wav,ESC50,train,,,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-36393-A-23.wav,/m/0lyf6,,breathing,,ESC50/1-36393-A-23.wav,ESC50,train,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-36397-A-23.wav,/m/0lyf6,,breathing,,ESC50/1-36397-A-23.wav,ESC50,train,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-36400-A-23.wav,/m/0lyf6,,breathing,,ESC50/1-36400-A-23.wav,ESC50,test,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-36402-A-23.wav,/m/0lyf6,,breathing,,ESC50/1-36402-A-23.wav,ESC50,train,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-47709-A-16.wav,/m/0ngt1,,weather,,ESC50/1-47709-A-16.wav,ESC50,train,exterior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-47714-A-16.wav,/m/0ngt1,,weather,,ESC50/1-47714-A-16.wav,ESC50,train,exterior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-50454-A-44.wav,/m/07pb8fc,,engine,,ESC50/1-50454-A-44.wav,ESC50,train,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-50455-A-44.wav,/m/07pb8fc,,engine,,ESC50/1-50455-A-44.wav,ESC50,test,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-50661-A-44.wav,/m/07pb8fc,,engine,,ESC50/1-50661-A-44.wav,ESC50,test,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-51035-A-16.wav,/m/0ngt1,,weather,,ESC50/1-51035-A-16.wav,ESC50,test,exterior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-51036-A-16.wav,/m/0ngt1,,weather,,ESC50/1-51036-A-16.wav,ESC50,train,exterior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-51037-A-16.wav,/m/0ngt1,,weather,,ESC50/1-51037-A-16.wav,ESC50,test,exterior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-51147-A-25.wav,/C/footsteps_6508b080,,footsteps,,ESC50/1-51147-A-25.wav,ESC50,test,,,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-54084-A-42.wav,/m/07pp_mv,,alert_higth,,ESC50/1-54084-A-42.wav,ESC50,test,indefinida,True,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-61261-A-44.wav,/m/07pb8fc,,engine,,ESC50/1-61261-A-44.wav,ESC50,train,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-62565-A-44.wav,/m/07pb8fc,,engine,,ESC50/1-62565-A-44.wav,ESC50,train,indefinida,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-69760-A-16.wav,/m/0ngt1,,weather,,ESC50/1-69760-A-16.wav,ESC50,train,exterior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-72695-A-26.wav,/C/laughing_a6a67e71,,laughing,,ESC50/1-72695-A-26.wav,ESC50,test,,,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-73123-A-26.wav,/C/laughing_a6a67e71,,laughing,,ESC50/1-73123-A-26.wav,ESC50,train,,,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,False
1-76831-A-42.wav,/m/07pp_mv,,alert_higth,,ESC50/1-76831-A-42.wav,ESC50,train,indefinida,True,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-76831-B-42.wav,/m/07pp_mv,,alert_higth,,ESC50/1-76831-B-42.wav,ESC50,train,indefinida,True,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-76831-C-42.wav,/m/07pp_mv,,alert_higth,,ESC50/1-76831-C-42.wav,ESC50,train,indefinida,True,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-76831-D-42.wav,/m/07pp_mv,,alert_higth,,ESC50/1-76831-D-42.wav,ESC50,train,indefinida,True,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-76831-E-42.wav,/m/07pp_mv,,alert_higth,,ESC50/1-76831-E-42.wav,ESC50,train,indefinida,True,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-84536-A-39.wav,/m/07qcpgn,,glass_metal,,ESC50/1-84536-A-39.wav,ESC50,train,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-84704-A-39.wav,/m/07qcpgn,,glass_metal,,ESC50/1-84704-A-39.wav,ESC50,train,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-84705-A-39.wav,/m/07qcpgn,,glass_metal,,ESC50/1-84705-A-39.wav,ESC50,train,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-85168-A-39.wav,/m/07qcpgn,,glass_metal,,ESC50/1-85168-A-39.wav,ESC50,train,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-85184-A-39.wav,/m/07qcpgn,,glass_metal,,ESC50/1-85184-A-39.wav,ESC50,train,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-88807-A-39.wav,/m/07qcpgn,,glass_metal,,ESC50/1-88807-A-39.wav,ESC50,train,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
1-977-A-39.wav,/m/07qcpgn,,glass_metal,,ESC50/1-977-A-39.wav,ESC50,test,interior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.71,2026-05-07 22:08:47,True
100.wav,/m/07qcpgn,"[""/m/07qcpgn"", ""/m/07pggtn"", ""/m/034srq"", ""/m/020bb7"", ""/m/015p6"", ""/m/01280g"", ""/m/0jbk"", ""/m/05kq4"", ""/m/0838f""]",glass_metal,"[""glass_metal"", ""bird"", ""weather"", ""animal"", ""water""]",zenodo/100.wav,zenodo,test,interior,False,True,wav,18.553,44100,Mono,16.0,705600.0,1598.1,2020-06-16 00:50:43,True
10000.wav,/m/0lyf6,"[""/m/0lyf6"", ""/m/09hlz4""]",breathing,"[""breathing""]",zenodo/10000.wav,zenodo,train,interior,False,True,wav,0.428,44100,Mono,16.0,705600.0,36.9,2020-06-16 00:54:40,False
100005.wav,/m/05r5wn,"[""/m/05r5wn"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]",percussion,"[""percussion"", ""Musical_instrument"", ""music""]",zenodo/100005.wav,zenodo,train,indefinida,False,True,wav,0.399,44100,Mono,16.0,705600.0,34.47,2020-06-16 00:54:38,False
100006.wav,/m/05r5wn,"[""/m/05r5wn"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]",percussion,"[""percussion"", ""Musical_instrument"", ""music""]",zenodo/100006.wav,zenodo,train,indefinida,False,True,wav,0.822,44100,Mono,16.0,705600.0,70.9,2020-06-16 00:55:33,False
100007.wav,/m/05r5wn,"[""/m/05r5wn"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]",percussion,"[""percussion"", ""Musical_instrument"", ""music""]",zenodo/100007.wav,zenodo,train,indefinida,False,True,wav,0.8,44100,Mono,16.0,705600.0,68.98,2020-06-16 00:55:21,False
10001.wav,/m/0lyf6,"[""/m/0lyf6"", ""/m/09hlz4""]",breathing,"[""breathing""]",zenodo/10001.wav,zenodo,train,interior,False,True,wav,0.506,44100,Mono,16.0,705600.0,43.64,2020-06-16 00:54:35,False
100011.wav,/m/0ngt1,"[""/m/0ngt1"", ""/m/0jb2l""]",weather,"[""weather""]",zenodo/100011.wav,zenodo,train,exterior,False,True,wav,8.247,44100,Mono,16.0,705600.0,710.45,2020-06-16 00:55:45,False
100017.wav,/m/07p7b8y,"[""/m/07p7b8y"", ""/m/07pqc89"", ""/m/04k94"", ""/m/07prgkl""]",water,"[""water""]",zenodo/100017.wav,zenodo,train,interior,False,True,wav,9.423,44100,Mono,16.0,705600.0,811.7,2020-06-16 00:55:05,False
100018.wav,/m/01jt3m,"[""/m/01jt3m"", ""/m/07swgks"", ""/t/dd00071"", ""/m/0838f""]",water,"[""water"", ""Domestic_sounds_and_home_sounds""]",zenodo/100018.wav,zenodo,train,interior,False,True,wav,18.17,44100,Mono,16.0,705600.0,1565.13,2020-06-16 00:54:50,False
100019.wav,/m/01s0vc,"[""/m/01s0vc"", ""/t/dd00071""]",machine,"[""machine"", ""Domestic_sounds_and_home_sounds""]",zenodo/100019.wav,zenodo,train,interior,False,True,wav,6.631,44100,Mono,16.0,705600.0,571.2,2020-06-16 00:54:38,False
10002.wav,/m/0lyf6,"[""/m/0lyf6"", ""/m/09hlz4""]",breathing,"[""breathing""]",zenodo/10002.wav,zenodo,train,interior,False,True,wav,0.495,44100,Mono,16.0,705600.0,42.71,2020-06-16 00:54:58,False
100021.wav,/m/023pjk,"[""/m/023pjk"", ""/m/07q7njn"", ""/t/dd00071"", ""/m/039jq""]",food,"[""food"", ""glass_metal"", ""Domestic_sounds_and_home_sounds""]",zenodo/100021.wav,zenodo,train,interior,False,True,wav,1.564,44100,Mono,16.0,705600.0,134.75,2020-06-16 00:54:52,False
10003.wav,/m/0lyf6,"[""/m/0lyf6"", ""/m/09hlz4""]",breathing,"[""breathing""]",zenodo/10003.wav,zenodo,train,interior,False,True,wav,0.482,44100,Mono,16.0,705600.0,41.59,2020-06-16 00:54:58,False
100030.wav,/m/07qrkrw,"[""/m/07qrkrw"", ""/m/01yrx"", ""/m/068hy"", ""/m/0jbk""]",cat,"[""cat"", ""animal""]",zenodo/100030.wav,zenodo,test,indefinida,False,True,wav,0.869,44100,Mono,16.0,705600.0,74.91,2020-06-16 00:50:57,False
100032-3-0-0.wav,/m/05tny_,,dog,,UrbanSound8k//fold5\100032-3-0-0.wav,UrbanSound8k,train,indefinida,False,True,wav,0.318,44100,Stereo,16.0,1411200.0,54.75,2020-02-04 18:47:04,True
100032.wav,/m/05tny_,"[""/m/05tny_"", ""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]",dog,"[""dog"", ""animal""]",zenodo/100032.wav,zenodo,test,indefinida,False,True,wav,0.318,44100,Mono,16.0,705600.0,27.43,2020-06-16 00:50:45,True
100035.wav,/m/0838f,"[""/m/0838f""]",water,"[""water""]",zenodo/100035.wav,zenodo,train,interior,False,True,wav,13.553,44100,Mono,16.0,705600.0,1167.41,2020-06-16 00:55:09,False
100036.wav,/m/015p6,"[""/m/015p6"", ""/m/01280g"", ""/m/0jbk""]",bird,"[""bird"", ""animal""]",zenodo/100036.wav,zenodo,train,exterior,False,True,wav,7.45,44100,Mono,16.0,705600.0,641.77,2020-06-16 00:54:42,False
100039.wav,/m/015p6,"[""/m/015p6"", ""/m/01280g"", ""/m/0jbk""]",bird,"[""bird"", ""animal""]",zenodo/100039.wav,zenodo,train,exterior,False,True,wav,5.0,44100,Mono,16.0,705600.0,430.74,2020-06-16 00:54:28,False
10004.wav,/m/0lyf6,"[""/m/0lyf6"", ""/m/09hlz4""]",breathing,"[""breathing""]",zenodo/10004.wav,zenodo,train,interior,False,True,wav,0.485,44100,Mono,16.0,705600.0,41.83,2020-06-16 00:55:38,False
100041.wav,/m/04s8yn,"[""/m/04s8yn"", ""/m/015p6"", ""/m/01280g"", ""/m/0jbk""]",bird,"[""bird"", ""animal""]",zenodo/100041.wav,zenodo,train,exterior,False,True,wav,28.65,44100,Mono,16.0,705600.0,2467.78,2020-06-16 00:54:43,False
100042.wav,/m/015p6,"[""/m/015p6"", ""/m/01280g"", ""/m/0jbk""]",bird,"[""bird"", ""animal""]",zenodo/100042.wav,zenodo,train,exterior,False,True,wav,12.0,44100,Mono,16.0,705600.0,1033.67,2020-06-16 00:54:50,False
100043.wav,/m/015p6,"[""/m/015p6"", ""/m/01280g"", ""/m/0jbk""]",bird,"[""bird"", ""animal""]",zenodo/100043.wav,zenodo,train,exterior,False,True,wav,5.05,44100,Mono,16.0,705600.0,435.05,2020-06-16 00:54:52,False
100047.wav,/m/015p6,"[""/m/015p6"", ""/m/01280g"", ""/m/0jbk""]",bird,"[""bird"", ""animal""]",zenodo/100047.wav,zenodo,train,exterior,False,True,wav,0.75,44100,Mono,16.0,705600.0,64.68,2020-06-16 00:55:33,False
10005.wav,/m/0lyf6,"[""/m/0lyf6"", ""/m/09hlz4""]",breathing,"[""breathing""]",zenodo/10005.wav,zenodo,train,interior,False,True,wav,0.478,44100,Mono,16.0,705600.0,41.27,2020-06-16 00:54:32,False
100069.wav,/m/02_nn,"[""/m/02_nn""]",food,"[""food""]",zenodo/100069.wav,zenodo,train,interior,False,True,wav,8.307,44100,Mono,16.0,705600.0,715.58,2020-06-16 00:55:08,False
10007.wav,/m/0lyf6,"[""/m/0lyf6"", ""/m/09hlz4""]",breathing,"[""breathing""]",zenodo/10007.wav,zenodo,train,interior,False,True,wav,0.454,44100,Mono,16.0,705600.0,39.15,2020-06-16 00:55:33,False
100072.wav,/m/02_nn,"[""/m/02_nn""]",food,"[""food""]",zenodo/100072.wav,zenodo,train,interior,False,True,wav,0.381,44100,Mono,16.0,705600.0,32.89,2020-06-16 00:54:50,False
100078.wav,/m/02_nn,"[""/m/02_nn""]",food,"[""food""]",zenodo/100078.wav,zenodo,train,interior,False,True,wav,6.269,44100,Mono,16.0,705600.0,540.08,2020-06-16 00:55:27,False
10008.wav,/m/0lyf6,"[""/m/0lyf6"", ""/m/09hlz4""]",breathing,"[""breathing""]",zenodo/10008.wav,zenodo,train,interior,False,True,wav,0.414,44100,Mono,16.0,705600.0,35.73,2020-06-16 00:55:41,False
100080.wav,/m/03q5_w,"[""/m/03q5_w""]",food,"[""food""]",zenodo/100080.wav,zenodo,train,interior,False,True,wav,4.336,44100,Mono,16.0,705600.0,373.58,2020-06-16 00:54:59,False
100081.wav,/m/03q5_w,"[""/m/03q5_w""]",food,"[""food""]",zenodo/100081.wav,zenodo,train,interior,False,True,wav,4.023,44100,Mono,16.0,705600.0,346.58,2020-06-16 00:55:40,False
100082.wav,/m/02_nn,"[""/m/02_nn""]",food,"[""food""]",zenodo/100082.wav,zenodo,train,interior,False,True,wav,7.758,44100,Mono,16.0,705600.0,668.33,2020-06-16 00:54:59,False
100083.wav,/m/03qtwd,"[""/m/03qtwd"", ""/t/dd00012""]",crowd,"[""Crowd"", ""Human_group_actions""]",zenodo/100083.wav,zenodo,train,,,True,wav,10.762,44100,Mono,16.0,705600.0,927.08,2020-06-16 00:55:30,False
100092.wav,/m/028ght,"[""/m/028ght"", ""/m/03qtwd"", ""/t/dd00012""]",laughter,"[""laughter"", ""Crowd"", ""Human_group_actions""]",zenodo/100092.wav,zenodo,train,indefinida,False,True,wav,9.613,44100,Mono,16.0,705600.0,828.08,2020-06-16 00:54:31,False
100093.wav,/m/028ght,"[""/m/028ght"", ""/m/03qtwd"", ""/t/dd00012""]",laughter,"[""laughter"", ""Crowd"", ""Human_group_actions""]",zenodo/100093.wav,zenodo,train,indefinida,False,True,wav,4.78,44100,Mono,16.0,705600.0,411.83,2020-06-16 00:54:54,False
100095.wav,/m/028ght,"[""/m/028ght"", ""/t/dd00012""]",laughter,"[""laughter"", ""Human_group_actions""]",zenodo/100095.wav,zenodo,train,indefinida,False,True,wav,10.162,44100,Mono,16.0,705600.0,875.33,2020-06-16 00:55:34,False
100096.wav,/m/028ght,"[""/m/028ght"", ""/t/dd00012""]",laughter,"[""laughter"", ""Human_group_actions""]",zenodo/100096.wav,zenodo,train,indefinida,False,True,wav,17.162,44100,Mono,16.0,705600.0,1478.33,2020-06-16 00:55:15,False
100098.wav,/m/028ght,"[""/m/028ght"", ""/t/dd00012""]",laughter,"[""laughter"", ""Human_group_actions""]",zenodo/100098.wav,zenodo,train,indefinida,False,True,wav,15.36,44100,Mono,16.0,705600.0,1323.08,2020-06-16 00:54:43,False
100099.wav,/m/028ght,"[""/m/028ght"", ""/m/03qtwd"", ""/t/dd00012""]",laughter,"[""laughter"", ""Crowd"", ""Human_group_actions""]",zenodo/100099.wav,zenodo,train,indefinida,False,True,wav,4.78,44100,Mono,16.0,705600.0,411.83,2020-06-16 00:55:10,False
1001.wav,/m/0130jx,"[""/m/0130jx"", ""/m/02jz0l"", ""/m/02mk9"", ""/t/dd00071""]",water,"[""water"", ""engine"", ""Domestic_sounds_and_home_sounds""]",zenodo/1001.wav,zenodo,test,interior,False,True,wav,22.338,44100,Mono,16.0,705600.0,1924.13,2020-06-16 00:50:41,False
100101.wav,/m/028ght,"[""/m/028ght"", ""/m/03qtwd"", ""/t/dd00012""]",laughter,"[""laughter"", ""Crowd"", ""Human_group_actions""]",zenodo/100101.wav,zenodo,train,indefinida,False,True,wav,6.322,44100,Mono,16.0,705600.0,544.58,2020-06-16 00:55:36,False
100104.wav,/m/028ght,"[""/m/028ght"", ""/t/dd00012""]",laughter,"[""laughter"", ""Human_group_actions""]",zenodo/100104.wav,zenodo,train,indefinida,False,True,wav,21.656,44100,Mono,16.0,705600.0,1865.33,2020-06-16 00:55:39,False
100114.wav,/m/01yrx,"[""/m/01yrx"", ""/m/068hy"", ""/m/0jbk""]",cat,"[""cat"", ""animal""]",zenodo/100114.wav,zenodo,train,indefinida,False,True,wav,13.662,44100,Mono,16.0,705600.0,1176.83,2020-06-16 00:54:52,False
100124.wav,/m/0bt9lr,"[""/m/0bt9lr"", ""/m/068hy"", ""/m/0jbk""]",dog,"[""dog"", ""animal""]",zenodo/100124.wav,zenodo,train,indefinida,False,True,wav,18.939,44100,Mono,16.0,705600.0,1631.33,2020-06-16 00:55:45,True
100143.wav,/m/0g6b5,"[""/m/0g6b5"", ""/m/014zdl""]",fire,"[""fire"", ""explosion""]",zenodo/100143.wav,zenodo,train,indefinida,True,True,wav,7.471,44100,Mono,16.0,705600.0,643.58,2020-06-16 00:55:10,True
100144.wav,/m/032s66,"[""/m/032s66"", ""/m/0g6b5"", ""/m/014zdl""]",gunshot_and_gunfire,"[""Gunshot_and_gunfire"", ""fire"", ""explosion""]",zenodo/100144.wav,zenodo,train,,,True,wav,7.001,44100,Mono,16.0,705600.0,603.08,2020-06-16 00:55:12,False
100150.wav,/m/0k5j,"[""/m/0k5j"", ""/m/07yv9""]",traffic,"[""traffic""]",zenodo/100150.wav,zenodo,train,exterior,False,True,wav,6.87,44100,Mono,16.0,705600.0,591.83,2020-06-16 00:55:17,False
