id_label,audio,folder,label,human_label,labels,human_labels,danger_level,split,dataset_source,duration,sample_rate,channels,bit_depth,bit_velocity,siz,date_modification,environment,emergency
31,03-01-05-01-01-02-08.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6036041666666665,48000,Mono,16,,374.08203125,1778097345.381007,interior,True
32,03-01-05-01-01-02-09.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.57025,48000,Mono,16,,380.859375,1778097345.8314154,interior,True
33,03-01-05-01-01-02-10.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.004,48000,Mono,16,,433.947265625,1778097346.2847908,interior,True
34,03-01-05-01-01-02-11.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.4701458333333335,48000,Mono,16,,371.451171875,1778097346.7438278,interior,True
35,03-01-05-01-01-02-12.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.970625,48000,Mono,16,,418.513671875,1778097347.219878,interior,True
36,03-01-05-01-01-02-13.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.5368541666666666,48000,Mono,16,,379.783203125,1778097347.679225,interior,True
37,03-01-05-01-01-02-14.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.703708333333333,48000,Mono,16,,406.763671875,1778097348.1059108,interior,True
38,03-01-05-01-01-02-15.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6036041666666665,48000,Mono,16,,387.044921875,1778097348.549541,interior,True
39,03-01-05-01-01-02-16.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.004,48000,Mono,16,,433.962890625,1778097349.0247724,interior,True
40,03-01-05-01-01-02-17.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.703708333333333,48000,Mono,16,,395.89453125,1778097349.4831436,interior,True
41,03-01-05-01-01-02-18.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.170833333333333,48000,Mono,16,,449.353515625,1778097349.95801,interior,True
42,03-01-05-01-01-02-19.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.703708333333333,48000,Mono,16,,394.2109375,1778097350.4166965,interior,True
43,03-01-05-01-01-02-20.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7370625,48000,Mono,16,,408.888671875,1778097350.90755,interior,True
44,03-01-05-01-01-02-21.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.004,48000,Mono,16,,433.294921875,1778097351.3826556,interior,True
45,03-01-05-01-01-02-22.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7370625,48000,Mono,16,,407.451171875,1778097351.8585536,interior,True
46,03-01-05-01-01-02-23.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.3033125,48000,Mono,16,,365.513671875,1778097352.3322568,interior,True
47,03-01-05-01-01-02-24.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7370625,48000,Mono,16,,405.521484375,1778097352.7812743,interior,True
48,03-01-05-01-02-01-01.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.5035,48000,Mono,16,,387.021484375,1778097342.331141,interior,True
49,03-01-05-01-02-01-02.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7704166666666667,48000,Mono,16,,413.017578125,1778097342.7189772,interior,True
50,03-01-05-01-02-01-03.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8038125,48000,Mono,16,,405.103515625,1778097343.121853,interior,True
51,03-01-05-01-02-01-04.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.470125,48000,Mono,16,,381.41015625,1778097343.611908,interior,True
52,03-01-05-01-02-01-05.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.070729166666666,48000,Mono,16,,429.8828125,1778097344.0053372,interior,True
53,03-01-05-01-02-01-06.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.2041875,48000,Mono,16,,440.40234375,1778097344.4269,interior,True
54,03-01-05-01-02-01-07.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.004,48000,Mono,16,,423.65234375,1778097344.9169161,interior,True
55,03-01-05-01-02-01-08.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.536875,48000,Mono,16,,367.826171875,1778097345.381007,interior,True
56,03-01-05-01-02-01-09.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7370625,48000,Mono,16,,396.5078125,1778097345.840163,interior,True
57,03-01-05-01-02-01-10.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.104104166666667,48000,Mono,16,,443.33203125,1778097346.300857,interior,True
58,03-01-05-01-02-01-11.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.470125,48000,Mono,16,,371.44921875,1778097346.759748,interior,True
59,03-01-05-01-02-01-12.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7370833333333335,48000,Mono,16,,396.619140625,1778097347.2320864,interior,True
60,03-01-05-01-02-01-13.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6036041666666665,48000,Mono,16,,386.041015625,1778097347.679225,interior,True
61,03-01-05-01-02-01-14.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7370625,48000,Mono,16,,409.900390625,1778097348.1215942,interior,True
62,03-01-05-01-02-01-15.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.703708333333333,48000,Mono,16,,396.4296875,1778097348.5653763,interior,True
63,03-01-05-01-02-01-16.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.9038958333333333,48000,Mono,16,,424.578125,1778097349.0247724,interior,True
64,03-01-05-01-02-01-17.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6036041666666665,48000,Mono,16,,386.509765625,1778097349.4988928,interior,True
65,03-01-05-01-02-01-18.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.5702291666666666,48000,Mono,16,,393.01953125,1778097349.9662411,interior,True
66,03-01-05-01-02-01-19.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.3033125,48000,Mono,16,,356.681640625,1778097350.4328232,interior,True
67,03-01-05-01-02-01-20.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6703333333333332,48000,Mono,16,,402.62109375,1778097350.90755,interior,True
68,03-01-05-01-02-01-21.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.070729166666666,48000,Mono,16,,439.546875,1778097351.4006703,interior,True
69,03-01-05-01-02-01-22.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8705208333333334,48000,Mono,16,,419.958984375,1778097351.876495,interior,True
70,03-01-05-01-02-01-23.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.2699375,48000,Mono,16,,362.384765625,1778097352.3322568,interior,True
71,03-01-05-01-02-01-24.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6703333333333332,48000,Mono,16,,399.265625,1778097352.7812743,interior,True
72,03-01-05-01-02-02-01.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7370625,48000,Mono,16,,408.91796875,1778097342.3448963,interior,True
73,03-01-05-01-02-02-02.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8037916666666667,48000,Mono,16,,416.13671875,1778097342.7251787,interior,True
74,03-01-05-01-02-02-03.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8371666666666666,48000,Mono,16,,408.23046875,1778097343.1354766,interior,True
75,03-01-05-01-02-02-04.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7370625,48000,Mono,16,,406.431640625,1778097343.6187959,interior,True
76,03-01-05-01-02-02-05.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.404395833333333,48000,Mono,16,,461.158203125,1778097344.017367,interior,True
77,03-01-05-01-02-02-06.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.9038958333333333,48000,Mono,16,,412.25,1778097344.4365487,interior,True
78,03-01-05-01-02-02-07.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.004,48000,Mono,16,,423.646484375,1778097344.9228063,interior,True
79,03-01-05-01-02-02-08.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.5702291666666666,48000,Mono,16,,370.953125,1778097345.3966386,interior,True
80,03-01-05-01-02-02-09.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.536875,48000,Mono,16,,377.744140625,1778097345.8411684,interior,True
81,03-01-05-01-02-02-10.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.137479166666667,48000,Mono,16,,446.4609375,1778097346.300857,interior,True
82,03-01-05-01-02-02-11.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7370833333333335,48000,Mono,16,,396.4765625,1778097346.759748,interior,True
83,03-01-05-01-02-02-12.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.137458333333333,48000,Mono,16,,434.154296875,1778097347.235702,interior,True
84,03-01-05-01-02-02-13.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.3700208333333332,48000,Mono,16,,364.142578125,1778097347.6949408,interior,True
85,03-01-05-01-02-02-14.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.9039166666666665,48000,Mono,16,,425.541015625,1778097348.1312282,interior,True
86,03-01-05-01-02-02-15.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.536875,48000,Mono,16,,380.7890625,1778097348.5653763,interior,True
87,03-01-05-01-02-02-16.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.9038958333333333,48000,Mono,16,,424.578125,1778097349.039389,interior,True
88,03-01-05-01-02-02-17.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.536875,48000,Mono,16,,380.232421875,1778097349.4988928,interior,True
89,03-01-05-01-02-02-18.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.636979166666667,48000,Mono,16,,399.3046875,1778097349.9738393,interior,True
90,03-01-05-01-02-02-19.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.5702291666666666,48000,Mono,16,,381.705078125,1778097350.4328232,interior,True
91,03-01-05-01-02-02-20.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8037916666666667,48000,Mono,16,,415.140625,1778097350.90755,interior,True
92,03-01-05-01-02-02-21.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.9372708333333333,48000,Mono,16,,427.03515625,1778097351.4082675,interior,True
93,03-01-05-01-02-02-22.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.037354166666667,48000,Mono,16,,435.6015625,1778097351.876495,interior,True
94,03-01-05-01-02-02-23.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.3366666666666664,48000,Mono,16,,368.634765625,1778097352.3480957,interior,True
95,03-01-05-01-02-02-24.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.2041875,48000,Mono,16,,449.314453125,1778097352.7919154,interior,True
96,03-01-05-02-01-01-01.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.104104166666667,48000,Mono,16,,444.669921875,1778097342.3497977,interior,True
97,03-01-05-02-01-01-02.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.9039166666666665,48000,Mono,16,,425.533203125,1778097342.7251787,interior,True
98,03-01-05-02-01-01-03.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.404395833333333,48000,Mono,16,,461.4140625,1778097343.1450415,interior,True
99,03-01-05-02-01-01-04.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7704375,48000,Mono,16,,409.564453125,1778097343.6253233,interior,True
100,03-01-05-02-01-01-05.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.403395833333333,48000,Mono,16,,367.322265625,1778097344.024724,interior,True
101,03-01-05-02-01-01-06.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.104104166666667,48000,Mono,16,,431.01953125,1778097344.4365487,interior,True
102,03-01-05-02-01-01-07.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6036041666666665,48000,Mono,16,,386.111328125,1778097344.9365454,interior,True
103,03-01-05-02-01-01-08.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.970625,48000,Mono,16,,408.490234375,1778097345.4010289,interior,True
104,03-01-05-02-01-01-09.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8038125,48000,Mono,16,,402.76953125,1778097345.8411684,interior,True
105,03-01-05-02-01-01-10.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.170833333333333,48000,Mono,16,,449.5859375,1778097346.3166645,interior,True
106,03-01-05-02-01-01-11.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.536875,48000,Mono,16,,377.70703125,1778097346.7755067,interior,True
107,03-01-05-02-01-01-12.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6369583333333333,48000,Mono,16,,387.232421875,1778097347.251357,interior,True
108,03-01-05-02-01-01-13.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6703333333333332,48000,Mono,16,,392.296875,1778097347.6949408,interior,True
109,03-01-05-02-01-01-14.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.2709375,48000,Mono,16,,459.951171875,1778097348.137565,interior,True
110,03-01-05-02-01-01-15.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.536875,48000,Mono,16,,380.7890625,1778097348.5810986,interior,True
111,03-01-05-02-01-01-16.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.970645833333333,48000,Mono,16,,430.83203125,1778097349.039389,interior,True
112,03-01-05-02-01-01-17.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.5035,48000,Mono,16,,377.134765625,1778097349.4988928,interior,True
113,03-01-05-02-01-01-18.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.703708333333333,48000,Mono,16,,405.658203125,1778097349.9896185,interior,True
114,03-01-05-02-01-01-19.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.970645833333333,48000,Mono,16,,419.244140625,1778097350.4487805,interior,True
115,03-01-05-02-01-01-20.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.137479166666667,48000,Mono,16,,446.427734375,1778097350.923257,interior,True
116,03-01-05-02-01-01-21.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.371041666666667,48000,Mono,16,,467.701171875,1778097351.4143257,interior,True
117,03-01-05-02-01-01-22.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8705416666666665,48000,Mono,16,,419.96484375,1778097351.8899775,interior,True
118,03-01-05-02-01-01-23.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.403395833333333,48000,Mono,16,,374.896484375,1778097352.3480957,interior,True
119,03-01-05-02-01-01-24.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.371041666666667,48000,Mono,16,,464.953125,1778097352.7919154,interior,True
120,03-01-05-02-01-02-01.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.371041666666667,48000,Mono,16,,468.365234375,1778097342.3608873,interior,True
121,03-01-05-02-01-02-02.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.004,48000,Mono,16,,434.916015625,1778097342.7251787,interior,True
122,03-01-05-02-01-02-03.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.404416666666667,48000,Mono,16,,461.416015625,1778097343.1514914,interior,True
123,03-01-05-02-01-02-04.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8705208333333334,48000,Mono,16,,418.947265625,1778097343.6253233,interior,True
124,03-01-05-02-01-02-05.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.5702291666666666,48000,Mono,16,,382.962890625,1778097344.0292778,interior,True
125,03-01-05-02-01-02-06.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.2041875,48000,Mono,16,,440.40234375,1778097344.4502544,interior,True
126,03-01-05-02-01-02-07.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.004,48000,Mono,16,,423.6484375,1778097344.950502,interior,True
127,03-01-05-02-01-02-08.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7704375,48000,Mono,16,,389.72265625,1778097345.4099264,interior,True
128,03-01-05-02-01-02-09.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7704375,48000,Mono,16,,400.970703125,1778097345.8569496,interior,True
129,03-01-05-02-01-02-10.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.471125,48000,Mono,16,,477.744140625,1778097346.3275611,interior,True
130,03-01-05-02-01-02-11.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.970625,48000,Mono,16,,418.37109375,1778097346.7755067,interior,True
131,03-01-05-02-01-02-12.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6703333333333332,48000,Mono,16,,390.361328125,1778097347.251357,interior,True
132,03-01-05-02-01-02-13.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.2709375,48000,Mono,16,,448.603515625,1778097347.7139215,interior,True
133,03-01-05-02-01-02-14.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.371020833333334,48000,Mono,16,,469.333984375,1778097348.146901,interior,True
134,03-01-05-02-01-02-15.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7370833333333335,48000,Mono,16,,399.556640625,1778097348.5810986,interior,True
135,03-01-05-02-01-02-16.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7370625,48000,Mono,16,,408.93359375,1778097349.0553854,interior,True
136,03-01-05-02-01-02-17.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7370625,48000,Mono,16,,399.03125,1778097349.5148635,interior,True
137,03-01-05-02-01-02-18.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7704375,48000,Mono,16,,411.91796875,1778097349.9896185,interior,True
138,03-01-05-02-01-02-19.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.804791666666667,48000,Mono,16,,497.4453125,1778097350.4487805,interior,True
139,03-01-05-02-01-02-20.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.070729166666666,48000,Mono,16,,440.169921875,1778097350.9389212,interior,True
140,03-01-05-02-01-02-21.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.471125,48000,Mono,16,,477.087890625,1778097351.4240918,interior,True
141,03-01-05-02-01-02-22.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.9038958333333333,48000,Mono,16,,423.091796875,1778097351.8899775,interior,True
142,03-01-05-02-01-02-23.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.3366666666666664,48000,Mono,16,,368.638671875,1778097352.3640592,interior,True
143,03-01-05-02-01-02-24.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.371041666666667,48000,Mono,16,,464.953125,1778097352.8079264,interior,True
144,03-01-05-02-02-01-01.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.137458333333333,48000,Mono,16,,446.462890625,1778097342.3679645,interior,True
145,03-01-05-02-02-01-02.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.004,48000,Mono,16,,434.93359375,1778097342.7411022,interior,True
146,03-01-05-02-02-01-03.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.2375625,48000,Mono,16,,445.767578125,1778097343.1674056,interior,True
147,03-01-05-02-02-01-04.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7036875,48000,Mono,16,,403.302734375,1778097343.6253233,interior,True
148,03-01-05-02-02-01-05.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6369583333333333,48000,Mono,16,,389.216796875,1778097344.0372002,interior,True
149,03-01-05-02-02-01-06.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.437770833333333,48000,Mono,16,,462.30078125,1778097344.4502544,interior,True
150,03-01-05-02-02-01-07.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8371666666666666,48000,Mono,16,,408.009765625,1778097344.9573236,interior,True
151,03-01-05-02-02-01-08.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6036041666666665,48000,Mono,16,,374.083984375,1778097345.4124835,interior,True
152,03-01-05-02-02-01-09.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.371041666666667,48000,Mono,16,,455.947265625,1778097345.8727767,interior,True
153,03-01-05-02-02-01-10.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8705208333333334,48000,Mono,16,,421.4375,1778097346.3324122,interior,True
154,03-01-05-02-02-01-11.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.9372708333333333,48000,Mono,16,,415.244140625,1778097346.7919197,interior,True
155,03-01-05-02-02-01-12.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8038125,48000,Mono,16,,402.875,1778097347.26737,interior,True
156,03-01-05-02-02-01-13.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.5702291666666666,48000,Mono,16,,382.90625,1778097347.7139215,interior,True
157,03-01-05-02-02-01-14.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.170833333333333,48000,Mono,16,,450.56640625,1778097348.1534061,interior,True
158,03-01-05-02-02-01-15.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.4701458333333335,48000,Mono,16,,374.525390625,1778097348.596902,interior,True
159,03-01-05-02-02-01-16.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8037916666666667,48000,Mono,16,,415.087890625,1778097349.0553854,interior,True
160,03-01-05-02-02-01-17.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.636979166666667,48000,Mono,16,,389.640625,1778097349.5148635,interior,True
161,03-01-05-02-02-01-18.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8371666666666666,48000,Mono,16,,418.169921875,1778097349.9896185,interior,True
162,03-01-05-02-02-01-19.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.337666666666666,48000,Mono,16,,453.65234375,1778097350.4647167,interior,True
163,03-01-05-02-02-01-20.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.404416666666667,48000,Mono,16,,471.453125,1778097350.9389212,interior,True
164,03-01-05-02-02-01-21.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.1040833333333335,48000,Mono,16,,442.677734375,1778097351.434331,interior,True
165,03-01-05-02-02-01-22.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.237583333333333,48000,Mono,16,,454.375,1778097351.9080627,interior,True
166,03-01-05-02-02-01-23.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.2365625,48000,Mono,16,,359.255859375,1778097352.3686693,interior,True
167,03-01-05-02-02-01-24.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.170833333333333,48000,Mono,16,,446.18359375,1778097352.8079264,interior,True
