"audio","label","labels","human_label","human_labels","path","dataset_source","split","env","alertable","emergency","file_exists","audio_format","duration","sample_rate","channels","bit_depth","bit_velocity","size","date_modification"
"ghvLSUXD5pU_seg349.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg349.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:46"
"NrD7RaMnygk_seg329.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/NrD7RaMnygk_seg329.wav","youtube","test","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:48"
"NrD7RaMnygk_seg304.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/NrD7RaMnygk_seg304.wav","youtube","test","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:48"
"ghvLSUXD5pU_seg356.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg356.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:46"
"dIdkB9h2s7M_seg255.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg255.wav","youtube","test","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:44"
"CIj-ZDSjZ2E_seg318.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg318.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:42"
"8KrLtLr-Gy8_seg247.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/8KrLtLr-Gy8_seg247.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:36"
"ghvLSUXD5pU_seg27.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg27.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:45"
"ghvLSUXD5pU_seg258.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg258.wav","youtube","test","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:46"
"RjKX0DCbqfk_seg155.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/RjKX0DCbqfk_seg155.wav","youtube","test","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:50"
"8KrLtLr-Gy8_seg68.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/8KrLtLr-Gy8_seg68.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:35"
"CIj-ZDSjZ2E_seg40.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg40.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:40"
"dIdkB9h2s7M_seg144.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg144.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:43"
"ghvLSUXD5pU_seg140.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg140.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:45"
"8KrLtLr-Gy8_seg227.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/8KrLtLr-Gy8_seg227.wav","youtube","test","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:36"
"CIj-ZDSjZ2E_seg98.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg98.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:40"
"CIj-ZDSjZ2E_seg15.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg15.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:40"
"CIj-ZDSjZ2E_seg192.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg192.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:41"
"dIdkB9h2s7M_seg114.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg114.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:43"
"ghvLSUXD5pU_seg33.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg33.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:45"
"dIdkB9h2s7M_seg99.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg99.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:43"
"CIj-ZDSjZ2E_seg140.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg140.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:41"
"ghvLSUXD5pU_seg228.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg228.wav","youtube","test","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:46"
"8KrLtLr-Gy8_seg175.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/8KrLtLr-Gy8_seg175.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:36"
"dIdkB9h2s7M_seg295.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg295.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:44"
"ghvLSUXD5pU_seg218.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg218.wav","youtube","test","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:46"
"ghvLSUXD5pU_seg269.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg269.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:46"
"CIj-ZDSjZ2E_seg208.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg208.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:41"
"ghvLSUXD5pU_seg273.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg273.wav","youtube","test","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:46"
"dIdkB9h2s7M_seg156.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg156.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:43"
"8KrLtLr-Gy8_seg78.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/8KrLtLr-Gy8_seg78.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:35"
"a2oTn-yBEZc_seg350.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/a2oTn-yBEZc_seg350.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:40"
"CIj-ZDSjZ2E_seg345.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg345.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:42"
"a2oTn-yBEZc_seg42.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/a2oTn-yBEZc_seg42.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:38"
"dIdkB9h2s7M_seg145.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg145.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:43"
"dIdkB9h2s7M_seg206.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg206.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:43"
"dIdkB9h2s7M_seg190.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg190.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:43"
"ghvLSUXD5pU_seg306.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg306.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:46"
"ghvLSUXD5pU_seg301.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg301.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:46"
"dIdkB9h2s7M_seg88.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg88.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:43"
"8KrLtLr-Gy8_seg280.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/8KrLtLr-Gy8_seg280.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:37"
"CIj-ZDSjZ2E_seg148.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg148.wav","youtube","test","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:41"
"ghvLSUXD5pU_seg112.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg112.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:45"
"CIj-ZDSjZ2E_seg185.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg185.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:41"
"CIj-ZDSjZ2E_seg52.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg52.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:40"
"dIdkB9h2s7M_seg230.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg230.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:43"
"ghvLSUXD5pU_seg195.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg195.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:45"
"ghvLSUXD5pU_seg101.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg101.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:45"
"ghvLSUXD5pU_seg64.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg64.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:45"
"CIj-ZDSjZ2E_seg60.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg60.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:40"
"ghvLSUXD5pU_seg105.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg105.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:45"
"8KrLtLr-Gy8_seg295.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/8KrLtLr-Gy8_seg295.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:37"
"8KrLtLr-Gy8_seg154.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/8KrLtLr-Gy8_seg154.wav","youtube","test","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:36"
"dIdkB9h2s7M_seg302.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg302.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:44"
"NrD7RaMnygk_seg14.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/NrD7RaMnygk_seg14.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:47"
"ghvLSUXD5pU_seg299.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg299.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:46"
"dIdkB9h2s7M_seg118.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg118.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:43"
"dIdkB9h2s7M_seg140.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg140.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:43"
"CIj-ZDSjZ2E_seg142.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg142.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:41"
"ghvLSUXD5pU_seg159.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg159.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:45"
"CIj-ZDSjZ2E_seg119.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg119.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:40"
"ghvLSUXD5pU_seg97.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg97.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:45"
"NrD7RaMnygk_seg296.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/NrD7RaMnygk_seg296.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:48"
"RjKX0DCbqfk_seg76.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/RjKX0DCbqfk_seg76.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:49"
"RjKX0DCbqfk_seg6.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/RjKX0DCbqfk_seg6.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:49"
"dIdkB9h2s7M_seg138.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg138.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:43"
"CIj-ZDSjZ2E_seg262.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg262.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:41"
"ghvLSUXD5pU_seg224.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg224.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:46"
"ghvLSUXD5pU_seg94.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg94.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:45"
"QC3Mfgqgl6Y_seg0.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/QC3Mfgqgl6Y_seg0.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:48"
"dIdkB9h2s7M_seg276.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg276.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:44"
"NrD7RaMnygk_seg43.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/NrD7RaMnygk_seg43.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:47"
"CIj-ZDSjZ2E_seg285.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/CIj-ZDSjZ2E_seg285.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:42"
"dIdkB9h2s7M_seg123.wav","/C/fire_015f28b9","[""/C/fire_015f28b9""]","fire","[""fire""]","/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/dIdkB9h2s7M_seg123.wav","youtube","train","","True","True","True","wav","5.0","16000","Mono","16","256000","156.29","2026-05-18 18:23:43"
