filename,fold,target,category,esc10,src_file,take
2-109759-B-26.wav,2,26,laughing,False,109759,B
2-112213-A-39.wav,2,39,glass_breaking,False,112213,A
2-112213-B-39.wav,2,39,glass_breaking,False,112213,B
2-117615-A-48.wav,2,48,fireworks,False,117615,A
2-117615-B-48.wav,2,48,fireworks,False,117615,B
2-117615-C-48.wav,2,48,fireworks,False,117615,C
2-117615-D-48.wav,2,48,fireworks,False,117615,D
2-117615-E-48.wav,2,48,fireworks,False,117615,E
2-117616-A-48.wav,2,48,fireworks,False,117616,A
2-117617-A-48.wav,2,48,fireworks,False,117617,A
2-125520-A-43.wav,2,43,car_horn,False,125520,A
2-128465-A-43.wav,2,43,car_horn,False,128465,A
2-128465-B-43.wav,2,43,car_horn,False,128465,B
2-138465-A-43.wav,2,43,car_horn,False,138465,A
2-141563-A-39.wav,2,39,glass_breaking,False,141563,A
2-144137-A-43.wav,2,43,car_horn,False,144137,A
2-165801-A-48.wav,2,48,fireworks,False,165801,A
2-173559-A-39.wav,2,39,glass_breaking,False,173559,A
2-173607-A-39.wav,2,39,glass_breaking,False,173607,A
2-173618-A-39.wav,2,39,glass_breaking,False,173618,A
2-205966-A-16.wav,2,16,wind,False,205966,A
2-209471-A-25.wav,2,25,footsteps,False,209471,A
2-209472-A-25.wav,2,25,footsteps,False,209472,A
2-209473-A-25.wav,2,25,footsteps,False,209473,A
2-209474-A-25.wav,2,25,footsteps,False,209474,A
2-209475-A-25.wav,2,25,footsteps,False,209475,A
2-209476-A-25.wav,2,25,footsteps,False,209476,A
2-209477-A-25.wav,2,25,footsteps,False,209477,A
2-209478-A-25.wav,2,25,footsteps,False,209478,A
2-250710-A-39.wav,2,39,glass_breaking,False,250710,A
2-42101-A-43.wav,2,43,car_horn,False,42101,A
2-43802-A-42.wav,2,42,siren,False,43802,A
2-43806-A-42.wav,2,42,siren,False,43806,A
2-50774-A-23.wav,2,23,breathing,False,50774,A
2-54086-A-43.wav,2,43,car_horn,False,54086,A
2-54961-A-23.wav,2,23,breathing,False,54961,A
2-54962-A-23.wav,2,23,breathing,False,54962,A
2-60791-A-26.wav,2,26,laughing,False,60791,A
2-60794-A-26.wav,2,26,laughing,False,60794,A
2-60795-A-26.wav,2,26,laughing,False,60795,A
2-62226-A-26.wav,2,26,laughing,False,62226,A
2-66205-A-23.wav,2,23,breathing,False,66205,A
2-70052-A-42.wav,2,42,siren,False,70052,A
2-70052-B-42.wav,2,42,siren,False,70052,B
2-70936-A-42.wav,2,42,siren,False,70936,A
2-70938-A-42.wav,2,42,siren,False,70938,A
2-70939-A-42.wav,2,42,siren,False,70939,A
2-72688-A-42.wav,2,42,siren,False,72688,A
2-78651-A-44.wav,2,44,engine,False,78651,A
2-79769-A-26.wav,2,26,laughing,False,79769,A
2-79775-A-26.wav,2,26,laughing,False,79775,A
2-82455-A-23.wav,2,23,breathing,False,82455,A
2-84965-A-23.wav,2,23,breathing,False,84965,A
2-95567-A-23.wav,2,23,breathing,False,95567,A
2-98392-A-23.wav,2,23,breathing,False,98392,A
3-103597-A-25.wav,3,25,footsteps,False,103597,A
3-103598-A-25.wav,3,25,footsteps,False,103598,A
3-103599-A-25.wav,3,25,footsteps,False,103599,A
3-103599-B-25.wav,3,25,footsteps,False,103599,B
3-107123-A-26.wav,3,26,laughing,False,107123,A
3-108160-A-23.wav,3,23,breathing,False,108160,A
3-110536-A-26.wav,3,26,laughing,False,110536,A
3-112557-A-23.wav,3,23,breathing,False,112557,A
3-112557-B-23.wav,3,23,breathing,False,112557,B
3-115382-A-44.wav,3,44,engine,False,115382,A
3-117504-A-16.wav,3,16,wind,False,117504,A
3-117504-B-16.wav,3,16,wind,False,117504,B
3-118487-A-26.wav,3,26,laughing,False,118487,A
3-119120-A-48.wav,3,48,fireworks,False,119120,A
3-119120-B-48.wav,3,48,fireworks,False,119120,B
3-119120-C-48.wav,3,48,fireworks,False,119120,C
3-119120-D-48.wav,3,48,fireworks,False,119120,D
3-119120-E-48.wav,3,48,fireworks,False,119120,E
3-119455-A-44.wav,3,44,engine,False,119455,A
3-119459-A-26.wav,3,26,laughing,False,119459,A
3-126113-A-26.wav,3,26,laughing,False,126113,A
3-128160-A-44.wav,3,44,engine,False,128160,A
3-132747-A-26.wav,3,26,laughing,False,132747,A
3-134699-A-16.wav,3,16,wind,False,134699,A
3-134699-B-16.wav,3,16,wind,False,134699,B
3-134699-C-16.wav,3,16,wind,False,134699,C
3-136608-A-16.wav,3,16,wind,False,136608,A
3-141240-A-44.wav,3,44,engine,False,141240,A
3-141240-B-44.wav,3,44,engine,False,141240,B
3-144128-A-23.wav,3,23,breathing,False,144128,A
3-144128-B-23.wav,3,23,breathing,False,144128,B
3-145577-A-43.wav,3,43,car_horn,False,145577,A
3-146186-A-44.wav,3,44,engine,False,146186,A
3-146697-A-43.wav,3,43,car_horn,False,146697,A
3-151206-A-23.wav,3,23,breathing,False,151206,A
3-152912-A-26.wav,3,26,laughing,False,152912,A
3-152997-A-26.wav,3,26,laughing,False,152997,A
3-153057-A-43.wav,3,43,car_horn,False,153057,A
3-154758-A-44.wav,3,44,engine,False,154758,A
3-155130-A-43.wav,3,43,car_horn,False,155130,A
3-155234-A-43.wav,3,43,car_horn,False,155234,A
3-161010-A-43.wav,3,43,car_horn,False,161010,A
3-166125-A-23.wav,3,23,breathing,False,166125,A
3-166125-B-23.wav,3,23,breathing,False,166125,B
3-172881-A-48.wav,3,48,fireworks,False,172881,A
3-172922-A-48.wav,3,48,fireworks,False,172922,A
3-174840-A-43.wav,3,43,car_horn,False,174840,A
3-203371-A-39.wav,3,39,glass_breaking,False,203371,A
3-203373-A-39.wav,3,39,glass_breaking,False,203373,A
3-203374-A-39.wav,3,39,glass_breaking,False,203374,A
3-203375-A-39.wav,3,39,glass_breaking,False,203375,A
3-203377-A-39.wav,3,39,glass_breaking,False,203377,A
3-216280-A-39.wav,3,39,glass_breaking,False,216280,A
3-216281-A-39.wav,3,39,glass_breaking,False,216281,A
3-216284-A-39.wav,3,39,glass_breaking,False,216284,A
3-243726-A-43.wav,3,43,car_horn,False,243726,A
3-246513-A-16.wav,3,16,wind,False,246513,A
3-246513-B-16.wav,3,16,wind,False,246513,B
3-249913-A-25.wav,3,25,footsteps,False,249913,A
3-251617-A-48.wav,3,48,fireworks,False,251617,A
3-259622-A-44.wav,3,44,engine,False,259622,A
3-51376-A-42.wav,3,42,siren,False,51376,A
3-51731-A-42.wav,3,42,siren,False,51731,A
3-51731-B-42.wav,3,42,siren,False,51731,B
3-51909-A-42.wav,3,42,siren,False,51909,A
3-51909-B-42.wav,3,42,siren,False,51909,B
3-58772-A-42.wav,3,42,siren,False,58772,A
3-62878-A-42.wav,3,42,siren,False,62878,A
3-62878-B-42.wav,3,42,siren,False,62878,B
3-94342-A-25.wav,3,25,footsteps,False,94342,A
3-94343-A-25.wav,3,25,footsteps,False,94343,A
3-94344-A-25.wav,3,25,footsteps,False,94344,A
4-102871-A-42.wav,4,42,siren,False,102871,A
4-111671-A-42.wav,4,42,siren,False,111671,A
4-111671-B-42.wav,4,42,siren,False,111671,B
4-117627-A-25.wav,4,25,footsteps,False,117627,A
4-117630-A-25.wav,4,25,footsteps,False,117630,A
4-119647-A-48.wav,4,48,fireworks,False,119647,A
4-119647-B-48.wav,4,48,fireworks,False,119647,B
4-119647-C-48.wav,4,48,fireworks,False,119647,C
4-119647-D-48.wav,4,48,fireworks,False,119647,D
4-119648-A-48.wav,4,48,fireworks,False,119648,A
4-119648-B-48.wav,4,48,fireworks,False,119648,B
4-119648-C-48.wav,4,48,fireworks,False,119648,C
4-119648-D-48.wav,4,48,fireworks,False,119648,D
4-121532-A-42.wav,4,42,siren,False,121532,A
4-132803-A-26.wav,4,26,laughing,False,132803,A
4-132810-A-26.wav,4,26,laughing,False,132810,A
4-132816-A-26.wav,4,26,laughing,False,132816,A
4-133674-A-26.wav,4,26,laughing,False,133674,A
4-144083-A-16.wav,4,16,wind,False,144083,A
4-144083-B-16.wav,4,16,wind,False,144083,B
4-144083-C-16.wav,4,16,wind,False,144083,C
4-144085-A-16.wav,4,16,wind,False,144085,A
4-155670-A-26.wav,4,26,laughing,False,155670,A
4-163606-A-16.wav,4,16,wind,False,163606,A
4-163608-B-16.wav,4,16,wind,False,163608,B
4-163609-A-16.wav,4,16,wind,False,163609,A
4-163609-B-16.wav,4,16,wind,False,163609,B
4-164243-A-26.wav,4,26,laughing,False,164243,A
4-167571-A-26.wav,4,26,laughing,False,167571,A
4-171652-A-44.wav,4,44,engine,False,171652,A
4-171706-A-23.wav,4,23,breathing,False,171706,A
4-175845-A-43.wav,4,43,car_horn,False,175845,A
4-175846-A-43.wav,4,43,car_horn,False,175846,A
4-175855-A-43.wav,4,43,car_horn,False,175855,A
4-175856-A-43.wav,4,43,car_horn,False,175856,A
4-176631-A-43.wav,4,43,car_horn,False,176631,A
4-176638-A-43.wav,4,43,car_horn,False,176638,A
4-176914-A-23.wav,4,23,breathing,False,176914,A
4-178402-A-43.wav,4,43,car_horn,False,178402,A
4-181599-A-26.wav,4,26,laughing,False,181599,A
4-186935-A-44.wav,4,44,engine,False,186935,A
4-186936-A-44.wav,4,44,engine,False,186936,A
4-186938-A-44.wav,4,44,engine,False,186938,A
4-186940-A-44.wav,4,44,engine,False,186940,A
4-186962-A-44.wav,4,44,engine,False,186962,A
4-191015-A-43.wav,4,43,car_horn,False,191015,A
4-194979-A-25.wav,4,25,footsteps,False,194979,A
4-194981-A-25.wav,4,25,footsteps,False,194981,A
4-195451-A-44.wav,4,44,engine,False,195451,A
4-198025-A-23.wav,4,23,breathing,False,198025,A
4-198962-A-25.wav,4,25,footsteps,False,198962,A
4-198962-B-25.wav,4,25,footsteps,False,198962,B
4-201988-A-44.wav,4,44,engine,False,201988,A
4-204115-A-39.wav,4,39,glass_breaking,False,204115,A
4-204119-A-39.wav,4,39,glass_breaking,False,204119,A
4-204121-A-39.wav,4,39,glass_breaking,False,204121,A
4-204123-A-39.wav,4,39,glass_breaking,False,204123,A
4-204777-A-39.wav,4,39,glass_breaking,False,204777,A
4-204777-B-39.wav,4,39,glass_breaking,False,204777,B
4-204777-C-39.wav,4,39,glass_breaking,False,204777,C
4-205526-A-23.wav,4,23,breathing,False,205526,A
4-205526-B-23.wav,4,23,breathing,False,205526,B
4-207116-A-23.wav,4,23,breathing,False,207116,A
4-210000-A-23.wav,4,23,breathing,False,210000,A
4-210000-B-23.wav,4,23,breathing,False,210000,B
4-212698-A-39.wav,4,39,glass_breaking,False,212698,A
4-218304-A-25.wav,4,25,footsteps,False,218304,A
4-218304-B-25.wav,4,25,footsteps,False,218304,B
4-67358-A-42.wav,4,42,siren,False,67358,A
4-80761-A-42.wav,4,42,siren,False,80761,A
4-90014-A-42.wav,4,42,siren,False,90014,A
4-90014-B-42.wav,4,42,siren,False,90014,B
5-117118-A-42.wav,5,42,siren,False,117118,A
5-117120-A-42.wav,5,42,siren,False,117120,A
5-117122-A-42.wav,5,42,siren,False,117122,A
5-117773-A-16.wav,5,16,wind,False,117773,A
5-133989-A-42.wav,5,42,siren,False,133989,A
5-133989-B-42.wav,5,42,siren,False,133989,B
5-150409-A-42.wav,5,42,siren,False,150409,A
5-157204-A-16.wav,5,16,wind,False,157204,A
5-157204-B-16.wav,5,16,wind,False,157204,B
5-160551-A-42.wav,5,42,siren,False,160551,A
5-160614-A-48.wav,5,48,fireworks,False,160614,A
5-160614-B-48.wav,5,48,fireworks,False,160614,B
5-160614-C-48.wav,5,48,fireworks,False,160614,C
5-160614-D-48.wav,5,48,fireworks,False,160614,D
5-160614-E-48.wav,5,48,fireworks,False,160614,E
5-160614-F-48.wav,5,48,fireworks,False,160614,F
5-160614-G-48.wav,5,48,fireworks,False,160614,G
5-160614-H-48.wav,5,48,fireworks,False,160614,H
5-171118-A-26.wav,5,26,laughing,False,171118,A
5-179496-A-16.wav,5,16,wind,False,179496,A
5-179496-B-16.wav,5,16,wind,False,179496,B
5-179860-A-43.wav,5,43,car_horn,False,179860,A
5-179863-A-43.wav,5,43,car_horn,False,179863,A
5-179865-A-43.wav,5,43,car_horn,False,179865,A
5-179866-A-43.wav,5,43,car_horn,False,179866,A
5-179868-A-43.wav,5,43,car_horn,False,179868,A
5-180156-A-43.wav,5,43,car_horn,False,180156,A
5-180156-B-43.wav,5,43,car_horn,False,180156,B
5-180156-C-43.wav,5,43,car_horn,False,180156,C
5-184323-A-42.wav,5,42,siren,False,184323,A
5-209992-A-44.wav,5,44,engine,False,209992,A
5-209992-B-44.wav,5,44,engine,False,209992,B
5-213293-A-23.wav,5,23,breathing,False,213293,A
5-217186-A-16.wav,5,16,wind,False,217186,A
5-217186-B-16.wav,5,16,wind,False,217186,B
5-217186-C-16.wav,5,16,wind,False,217186,C
5-221528-A-39.wav,5,39,glass_breaking,False,221528,A
5-221529-A-39.wav,5,39,glass_breaking,False,221529,A
5-232272-A-44.wav,5,44,engine,False,232272,A
5-232816-A-23.wav,5,23,breathing,False,232816,A
5-233260-A-23.wav,5,23,breathing,False,233260,A
5-233605-A-39.wav,5,39,glass_breaking,False,233605,A
5-233607-A-39.wav,5,39,glass_breaking,False,233607,A
5-234263-A-25.wav,5,25,footsteps,False,234263,A
5-234335-A-23.wav,5,23,breathing,False,234335,A
5-234855-A-25.wav,5,25,footsteps,False,234855,A
5-235507-A-44.wav,5,44,engine,False,235507,A
5-235593-A-23.wav,5,23,breathing,False,235593,A
5-238492-A-23.wav,5,23,breathing,False,238492,A
5-240671-A-44.wav,5,44,engine,False,240671,A
5-242932-A-26.wav,5,26,laughing,False,242932,A
5-242932-B-26.wav,5,26,laughing,False,242932,B
5-243025-A-25.wav,5,25,footsteps,False,243025,A
5-243773-A-44.wav,5,44,engine,False,243773,A
5-243773-B-44.wav,5,44,engine,False,243773,B
5-243783-A-44.wav,5,44,engine,False,243783,A
5-244310-A-25.wav,5,25,footsteps,False,244310,A
5-244526-A-26.wav,5,26,laughing,False,244526,A
5-253534-A-26.wav,5,26,laughing,False,253534,A
5-257642-A-39.wav,5,39,glass_breaking,False,257642,A
5-259514-A-26.wav,5,26,laughing,False,259514,A
5-260164-A-23.wav,5,23,breathing,False,260164,A
5-260432-A-39.wav,5,39,glass_breaking,False,260432,A
5-260433-A-39.wav,5,39,glass_breaking,False,260433,A
5-260434-A-39.wav,5,39,glass_breaking,False,260434,A
5-261464-A-23.wav,5,23,breathing,False,261464,A
5-263490-A-25.wav,5,25,footsteps,False,263490,A
5-263491-A-25.wav,5,25,footsteps,False,263491,A
5-263501-A-25.wav,5,25,footsteps,False,263501,A
5-263775-A-26.wav,5,26,laughing,False,263775,A
5-263775-B-26.wav,5,26,laughing,False,263775,B
5-51149-A-25.wav,5,25,footsteps,False,51149,A
